ID,WORD,VOCALIZED,WORD_TYPE,PLURAL,PLURAL_VOCALIZED
3712,صبغة ,صبغة ,اسم, صبغ, صبغ
3714,صبغي ,صبغي ,اسم, صبغيات, صبغيات
3716,صبي ,صبي ,اسم, صبية, صبية
3717,صبية ,صبية ,اسم, صبايا, صبايا
3706,صبير ,صبير ,اسم, صبر, صبر
3707,صبير ,صبير ,اسم, صبراء, صبراء
3719,صحابي ,صحابي ,اسم, صحابة, صحابة
3720,صحراء ,صحراء ,اسم, الصحارى, الصحارى
3721,صحصاح ,صحصاح ,اسم, صحاصح, صحاصح
3722,صحفة ,صحفة ,اسم, صحاف, صحاف
3723,صحيفة ,صحيفة ,اسم, صحف, صحف
3724,صحيفة ,صحيفة ,اسم, صحف, صحف
3725,صحيفة ,صحيفة ,اسم, صحيف, صحيف
3729,صخرة ,صخرة ,اسم, صخر, صخر
3738,صداق ,صداق ,اسم, أصدقة, أصدقة
3730,صدح ,صدح ,اسم, صدحان, صدحان
3731,صدرة ,صدرة ,اسم, صدر, صدر
3733,صدع ,صدع ,اسم, صدوع, صدوع
3734,صدعة ,صدعة ,اسم, صدع, صدع
3735,صدغ ,صدغ ,اسم, أصداغ, أصداغ
3737,صدف ,صدف ,اسم, أصداف, أصداف
3739,صدقة ,صدقة ,اسم, صدقات, صدقات
3741,صدى ,صدى ,اسم, أصداء, أصداء
3732,صديرة ,صديرة ,اسم, صدائر, صدائر
3740,صديق ,صديق ,اسم, أصدقاء, أصدقاء
3748,صرار ,صرار ,اسم, أصرة, أصرة
3749,صرة ,صرة ,اسم, صرر, صرر
3744,صرد ,صرد ,اسم, صرود, صرود
3750,صرصور ,صرصور ,اسم, صراصير, صراصير
3751,صرع ,صرع ,اسم, صروع, صروع
54,صرف ,صرف ,اسم, آداب, آداب
3754,صرف ,صرف ,اسم, صروف, صروف
3756,صرم ,صرم ,اسم, أصرام, أصرام
3745,صريدة ,صريدة ,اسم, صرائد, صرائد
3752,صريع ,صريع ,اسم, صرعى, صرعى
3761,صعب ,صعب ,اسم, صعاب, صعاب
3763,صعدة ,صعدة ,اسم, صعاد, صعاد
3767,صعفق ,صعفق ,اسم, صعافقة, صعافقة
3768,صعفوق ,صعفوق ,اسم, صعافيق, صعافيق
3769,صعلوك ,صعلوك ,اسم, صعاليك, صعاليك
3764,صعود ,صعود ,اسم, أصعدة, أصعدة
3765,صعيد ,صعيد ,اسم, صعدان, صعدان
1805,صغرى ,صغرى ,اسم, خناصر, خناصر
1013,صغير ,صغير ,اسم, جواسق, جواسق
389,صغيرة ,صغيرة ,اسم, بطائق, بطائق
1653,صغيرة ,صغيرة ,اسم, خصن, خصن
3594,صغيرة ,صغيرة ,اسم, شواكيش, شواكيش
3772,صغيرة ,صغيرة ,اسم, صغائر, صغائر
3977,صغيرة ,صغيرة ,اسم, ضغابيس, ضغابيس
6585,صغيرة ,صغيرة ,اسم, نمارق, نمارق
3777,صف ,صف ,اسم, صفوف, صفوف
3785,صفاة ,صفاة ,اسم, صفا, صفا
3778,صفاق ,صفاق ,اسم, صفق, صفق
3773,صفح ,صفح ,اسم, صفاح, صفاح
3775,صفد ,صفد ,اسم, أصفاد, أصفاد
3776,صفصف ,صفصف ,اسم, صفاصف, صفاصف
3779,صفق ,صفق ,اسم, صفوق, صفوق
3780,صفق ,صفق ,اسم, صفوق, صفوق
3783,صفن ,صفن ,اسم, أصفان, أصفان
3784,صفن ,صفن ,اسم, أصفان, أصفان
3786,صفي ,صفي ,اسم, أصفياء, أصفياء
3787,صفي ,صفي ,اسم, صفايا, صفايا
3774,صفيحة ,صفيحة ,اسم, صفائح, صفائح
3794,صقاع ,صقاع ,اسم, صقع, صقع
3789,صقب ,صقب ,اسم, صقوب, صقوب
3793,صقر ,صقر ,اسم, أصقر, أصقر
3795,صقع ,صقع ,اسم, أصقاع, أصقاع
3796,صقيل ,صقيل ,اسم, صقال, صقال
3800,صك ,صك ,اسم, صكوك, صكوك
3824,صلاعة ,صلاعة ,اسم, صلاع, صلاع
3801,صلب ,صلب ,اسم, أصلب, أصلب
3802,صلب ,صلب ,اسم, أصلاب, أصلاب
3833,صلة ,صلة ,اسم, صلال, صلال
3805,صلت ,صلت ,اسم, أصلات, أصلات
3806,صلتان ,صلتان ,اسم, صلتان, صلتان
3807,صلجة ,صلجة ,اسم, صلج, صلج
3815,صلد ,صلد ,اسم, أصلاد, أصلاد
3816,صلد ,صلد ,اسم, صلاد, صلاد
3821,صلصل ,صلصل ,اسم, صلاصل, صلاصل
3822,صلصل ,صلصل ,اسم, صلاصل, صلاصل
3828,صلفاء ,صلفاء ,اسم, الصلافي, الصلافي
3830,صلق ,صلق ,اسم, أصلاق, أصلاق
3835,صلماء ,صلماء ,اسم, صلم, صلم
3836,صلمة ,صلمة ,اسم, صلم, صلم
3817,صلود ,صلود ,اسم, صلد, صلد
3803,صليب ,صليب ,اسم, صلب, صلب
3812,صليح ,صليح ,اسم, صلحاء, صلحاء
3825,صليع ,صليع ,اسم, صلعاء, صلعاء
3826,صليع ,صليع ,اسم, صلائع, صلائع
3829,صليف ,صليف ,اسم, صلائف, صلائف
3831,صليق ,صليق ,اسم, صلائق, صلائق
3841,صماخ ,صماخ ,اسم, أضمخة, أضمخة
3842,صماد ,صماد ,اسم, أصمدة, أصمدة
3843,صمادة ,صمادة ,اسم, صمائد, صمائد
3856,صمام ,صمام ,اسم, أصمة, أصمة
3857,صمامة ,صمامة ,اسم, صمائم, صمائم
3858,صمة ,صمة ,اسم, صمم, صمم
3840,صمتة ,صمتة ,اسم, صمت, صمت
3844,صمد ,صمد ,اسم, أصماد, أصماد
3845,صمدة ,صمدة ,اسم, صماد, صماد
3847,صمر ,صمر ,اسم, أصمار, أصمار
3849,صمصام ,صمصام ,اسم, صماصمة, صماصمة
3850,صمصمة ,صمصمة ,اسم, صمصم, صمصم
3852,صمعاء ,صمعاء ,اسم, صمع, صمع
3854,صمغ ,صمغ ,اسم, صموغ, صموغ
3848,صمير ,صمير ,اسم, صمراء, صمراء
3869,صناع ,صناع ,اسم, صنع, صنع
3859,صنبر ,صنبر ,اسم, صنابر, صنابر
3861,صنبر ,صنبر ,اسم, صنابر, صنابر
3860,صنبور ,صنبور ,اسم, صنابير, صنابير
3862,صنج ,صنج ,اسم, صنوج, صنوج
3863,صنجة ,صنجة ,اسم, صنج, صنج
3865,صندل ,صندل ,اسم, صنادل, صنادل
3866,صندلاني ,صندلاني ,اسم, صنادلة, صنادلة
3864,صنديد ,صنديد ,اسم, صناديد, صناديد
3870,صنع ,صنع ,اسم, أصناع, أصناع
3871,صنع ,صنع ,اسم, أصناع, أصناع
3872,صنع ,صنع ,اسم, أصناع, أصناع
3877,صنف ,صنف ,اسم, أصناف, أصناف
3878,صنم ,صنم ,اسم, أصنام, أصنام
3873,صنيع ,صنيع ,اسم, صنائع, صنائع
3874,صنيعة ,صنيعة ,اسم, صنائع, صنائع
3880,صهر ,صهر ,اسم, أصهار, أصهار
3883,صهريج ,صهريج ,اسم, صهاريج, صهاريج
3885,صهوة ,صهوة ,اسم, صهاء, صهاء
3881,صهور ,صهور ,اسم, صهر, صهر
3890,صوار ,صوار ,اسم, أصورة, أصورة
3894,صواع ,صواع ,اسم, صيعان, صيعان
3901,صوان ,صوان ,اسم, أصونة, أصونة
3902,صوة ,صوة ,اسم, صوى, صوى
3887,صوت ,صوت ,اسم, أصوات, أصوات
3891,صور ,صور ,اسم, صيران, صيران
3892,صور ,صور ,اسم, أصوار, أصوار
3896,صوف ,صوف ,اسم, أصواف, أصواف
3897,صولة ,صولة ,اسم, صول, صول
3808,صولج ,صولج ,اسم, صوالج, صوالج
3809,صولجان ,صولجان ,اسم, صوالج, صوالج
3853,صومعة ,صومعة ,اسم, صوامع, صوامع
3907,صيدلاني ,صيدلاني ,اسم, صيادلة, صيادلة
3908,صيرة ,صيرة ,اسم, صير, صير
3755,صيرف ,صيرف ,اسم, صيارف, صيارف
3909,صيصة ,صيصة ,اسم, صياص, صياص
3910,صيصية ,صيصية ,اسم, صياص, صياص
3895,صيغة ,صيغة ,اسم, صيغ, صيغ
3912,صيف ,صيف ,اسم, أصياف, أصياف
3915,صيق ,صيق ,اسم, صيق, صيق
3797,صيقل ,صيقل ,اسم, صياقل, صياقل
3916,صينية ,صينية ,اسم, صينيات, صينيات
3917,ضئضئ ,ضئضئ ,اسم, ضآضئ, ضآضئ
4036,ضائع ,ضائع ,اسم, ضيع, ضيع
3918,ضائن ,ضائن ,اسم, ضأن, ضأن
3919,ضابئة ,ضابئة ,اسم, ضوابئ, ضوابئ
3928,ضابط ,ضابط ,اسم, ضوابط, ضوابط
3929,ضابط ,ضابط ,اسم, ضباط, ضباط
3930,ضابطة ,ضابطة ,اسم, ضوابط, ضوابط
3937,ضاجع ,ضاجع ,اسم, ضواجع, ضواجع
3939,ضاحكة ,ضاحكة ,اسم, ضواحك, ضواحك
3944,ضاحية ,ضاحية ,اسم, ضواح, ضواح
3972,ضاري ,ضاري ,اسم, ضوار, ضوار
3979,ضاغط ,ضاغط ,اسم, ضواغط, ضواغط
3986,ضاغية ,ضاغية ,اسم, ضواغ, ضواغ
4000,ضال ,ضال ,اسم, ضلال, ضلال
4001,ضالة ,ضالة ,اسم, ضوال, ضوال
3996,ضالع ,ضالع ,اسم, ضوالع, ضوالع
4007,ضامر ,ضامر ,اسم, ضمر, ضمر
4013,ضامن ,ضامن ,اسم, ضمان, ضمان
4014,ضامنة ,ضامنة ,اسم, ضوامن, ضوامن
4027,ضاهلة ,ضاهلة ,اسم, ضواهل, ضواهل
3921,ضب ,ضب ,اسم, أضب, أضب
3924,ضباث ,ضباث ,اسم, أضبثة, أضبثة
3926,ضبارة ,ضبارة ,اسم, ضبائر, ضبائر
3922,ضبة ,ضبة ,اسم, ضباب, ضباب
3927,ضبر ,ضبر ,اسم, ضبور, ضبور
3932,ضبعان ,ضبعان ,اسم, ضباعين, ضباعين
3933,ضبن ,ضبن ,اسم, أضبان, أضبان
3934,ضبن ,ضبن ,اسم, أضبان, أضبان
3923,ضبوب ,ضبوب ,اسم, ضبائب, ضبائب
3935,ضجور ,ضجور ,اسم, ضجر, ضجر
3941,ضحل ,ضحل ,اسم, أضحال, أضحال
3945,ضحية ,ضحية ,اسم, ضحايا, ضحايا
3948,ضخم ,ضخم ,اسم, ضخام, ضخام
4634,ضخم ,ضخم ,اسم, عناظب, عناظب
3949,ضد ,ضد ,اسم, أضداد, أضداد
3950,ضديد ,ضديد ,اسم, أضداد, أضداد
3951,ضرب ,ضرب ,اسم, أضراب, أضراب
3961,ضرة ,ضرة ,اسم, ضرائر, ضرائر
3966,ضرس ,ضرس ,اسم, أضراس, أضراس
3967,ضرع ,ضرع ,اسم, ضروع, ضروع
3968,ضرع ,ضرع ,اسم, ضروع, ضروع
3969,ضرعاء ,ضرعاء ,اسم, ضرع, ضرع
3971,ضرغام ,ضرغام ,اسم, ضراغم, ضراغم
3973,ضرو ,ضرو ,اسم, أضر, أضر
3962,ضرورة ,ضرورة ,اسم, ضرائر, ضرائر
3970,ضروع ,ضروع ,اسم, ضرع, ضرع
3952,ضريب ,ضريب ,اسم, ضرباء, ضرباء
3953,ضريبة ,ضريبة ,اسم, ضرائب, ضرائب
3959,ضريح ,ضريح ,اسم, ضرائح, ضرائح
3960,ضريحة ,ضريحة ,اسم, ضرائح, ضرائح
3963,ضرير ,ضرير ,اسم, أضراء, أضراء
3974,ضعوف ,ضعوف ,اسم, ضعف, ضعف
3975,ضعيف ,ضعيف ,اسم, ضعاف, ضعاف
3976,ضعيف ,ضعيف ,اسم, ضعاف, ضعاف
3978,ضغث ,ضغث ,اسم, أضغاث, أضغاث
3983,ضغن ,ضغن ,اسم, أضغان, أضغان
3984,ضغون ,ضغون ,اسم, ضغن, ضغن
3980,ضغيط ,ضغيط ,اسم, ضغطى, ضغطى
3985,ضغينة ,ضغينة ,اسم, ضغائن, ضغائن
3991,ضف ,ضف ,اسم, ضففة, ضففة
3988,ضفار ,ضفار ,اسم, ضفر, ضفر
3992,ضفة ,ضفة ,اسم, ضفاف, ضفاف
3993,ضفة ,ضفة ,اسم, ضفف, ضفف
3987,ضفدع ,ضفدع ,اسم, ضفادع, ضفادع
3989,ضفر ,ضفر ,اسم, ضفور, ضفور
3994,ضفوف ,ضفوف ,اسم, ضفف, ضفف
3990,ضفيرة ,ضفيرة ,اسم, ضفائر, ضفائر
3997,ضلع ,ضلع ,اسم, أضلع, أضلع
3998,ضليع ,ضليع ,اسم, ضلع, ضلع
4003,ضماد ,ضماد ,اسم, أضمدة, أضمدة
4004,ضمادة ,ضمادة ,اسم, ضمائد, ضمائد
4005,ضمد ,ضمد ,اسم, أضماد, أضماد
4010,ضمضم ,ضمضم ,اسم, ضماضم, ضماضم
4015,ضمن ,ضمن ,اسم, ضمنى, ضمنى
4008,ضمير ,ضمير ,اسم, ضمائر, ضمائر
4016,ضمين ,ضمين ,اسم, ضمناء, ضمناء
4017,ضمين ,ضمين ,اسم, ضمنى, ضمنى
4020,ضنء ,ضنء ,اسم, ضنوء, ضنوء
4021,ضناك ,ضناك ,اسم, ضنك, ضنك
4023,ضني ,ضني ,اسم, أضنياء, أضنياء
4022,ضنين ,ضنين ,اسم, أضناء, أضناء
4024,ضهباء ,ضهباء ,اسم, ضهب, ضهب
4026,ضهر ,ضهر ,اسم, ضهور, ضهور
4029,ضهوة ,ضهوة ,اسم, أضهاء, أضهاء
4028,ضهول ,ضهول ,اسم, ضهل, ضهل
4030,ضوء ,ضوء ,اسم, أضواء, أضواء
4035,ضواة ,ضواة ,اسم, ضوى, ضوى
4031,ضوج ,ضوج ,اسم, أضواج, أضواج
4032,ضورة ,ضورة ,اسم, ضور, ضور
4033,ضوع ,ضوع ,اسم, أضواع, أضواع
4037,ضيعة ,ضيعة ,اسم, ضياع, ضياع
3982,ضيغم ,ضيغم ,اسم, ضياغم, ضياغم
4039,ضيف ,ضيف ,اسم, أضياف, أضياف
4042,ضيم ,ضيم ,اسم, ضيوم, ضيوم
4034,ضيون ,ضيون ,اسم, ضياون, ضياون
152,طائر ,طائر ,اسم, أكن, أكن
4240,طائر ,طائر ,اسم, طير, طير
4241,طائش ,طائش ,اسم, طياش, طياش
4222,طائف ,طائف ,اسم, طائفون, طائفون
4223,طائفة ,طائفة ,اسم, طوائف, طوائف
4227,طائل ,طائل ,اسم, طوائل, طوائل
4228,طائلة ,طائلة ,اسم, طوائل, طوائل
4043,طابع ,طابع ,اسم, طوابع, طوابع
4048,طابق ,طابق ,اسم, طوابق, طوابق
4054,طابون ,طابون ,اسم, طوابين, طوابين
4057,طاجن ,طاجن ,اسم, طواجن, طواجن
4061,طاحنة ,طاحنة ,اسم, طواحن, طواحن
4062,طاحونة ,طاحونة ,اسم, طواحين, طواحين
4067,طارئ ,طارئ ,اسم, طراء, طراء
4068,طارئة ,طارئة ,اسم, طوارئ, طوارئ
4091,طارفة ,طارفة ,اسم, طوارف, طوارف
4100,طارق ,طارق ,اسم, طراق, طراق
4101,طارقة ,طارقة ,اسم, طوارق, طوارق
4122,طاعون ,طاعون ,اسم, طواعين, طواعين
4128,طاغية ,طاغية ,اسم, طواغ, طواغ
4133,طافة ,طافة ,اسم, طواف, طواف
4225,طاق ,طاق ,اسم, أطواق, أطواق
4138,طالب ,طالب ,اسم, طلاب, طلاب
4156,طالع ,طالع ,اسم, طلع, طلع
4157,طالعة ,طالعة ,اسم, طوالع, طوالع
4162,طالق ,طالق ,اسم, طلق, طلق
4163,طالقة ,طالقة ,اسم, طوالق, طوالق
4178,طامح ,طامح ,اسم, طوامح, طوامح
4185,طامس ,طامس ,اسم, طوامس, طوامس
4179,طامور ,طامور ,اسم, طوامير, طوامير
4206,طاهر ,طاهر ,اسم, أطهار, أطهار
4211,طاهي ,طاهي ,اسم, طهاة, طهاة
4219,طاووس ,طاووس ,اسم, طواويس, طواويس
4044,طبع ,طبع ,اسم, طباع, طباع
4049,طبق ,طبق ,اسم, أطباق, أطباق
4050,طبقة ,طبقة ,اسم, طبق, طبق
4051,طبقة ,طبقة ,اسم, طبقات, طبقات
4052,طبل ,طبل ,اسم, طبول, طبول
4053,طبلية ,طبلية ,اسم, طبالي, طبالي
4055,طبنة ,طبنة ,اسم, طبن, طبن
4056,طبي ,طبي ,اسم, أطباء, أطباء
4045,طبيعة ,طبيعة ,اسم, طبائع, طبائع
4058,طحال ,طحال ,اسم, طحل, طحل
4059,طحلاء ,طحلاء ,اسم, طحل, طحل
4060,طحلب ,طحلب ,اسم, طحالب, طحالب
4082,طر ,طر ,اسم, أطرار, أطرار
4085,طراز ,طراز ,اسم, طرز, طرز
4089,طراطير ,طراطير ,اسم, طراطير, طراطير
4092,طراف ,طراف ,اسم, طرف, طرف
216,طرب ,طرب ,اسم, آل, آل
4070,طربال ,طربال ,اسم, طرابيل, طرابيل
4071,طربيل ,طربيل ,اسم, طرابيل, طرابيل
4083,طرة ,طرة ,اسم, طرر, طرر
4073,طرحة ,طرحة ,اسم, طراح, طراح
4079,طرد ,طرد ,اسم, طرود, طرود
4080,طرد ,طرد ,اسم, طرود, طرود
4086,طرس ,طرس ,اسم, طروس, طروس
4088,طرطور ,طرطور ,اسم, طراطير, طراطير
4093,طرف ,طرف ,اسم, أطراف, أطراف
4094,طرف ,طرف ,اسم, طروف, طروف
4095,طرف ,طرف ,اسم, أطراف, أطراف
4096,طرفة ,طرفة ,اسم, طرف, طرف
4097,طرفة ,طرفة ,اسم, طرف, طرف
4102,طرق ,طرق ,اسم, طروق, طروق
4103,طرق ,طرق ,اسم, أطراق, أطراق
4104,طرقة ,طرقة ,اسم, طرق, طرق
4109,طرمة ,طرمة ,اسم, طرم, طرم
4069,طروب ,طروب ,اسم, طراب, طراب
4074,طروح ,طروح ,اسم, طرح, طرح
4084,طرور ,طرور ,اسم, طرر, طرر
4110,طري ,طري ,اسم, طراء, طراء
4075,طريح ,طريح ,اسم, طرحى, طرحى
4098,طريف ,طريف ,اسم, طرف, طرف
4105,طريق ,طريق ,اسم, طرق, طرق
4106,طريقة ,طريقة ,اسم, طرائق, طرائق
4111,طس ,طس ,اسم, طسوس, طسوس
4112,طسة ,طسة ,اسم, طساس, طساس
4113,طسة ,طسة ,اسم, طساس, طساس
413,طعام ,طعام ,اسم, بلاعم, بلاعم
4114,طعام ,طعام ,اسم, أطعمة, أطعمة
4115,طعم ,طعم ,اسم, طعوم, طعوم
4116,طعمة ,طعمة ,اسم, طعم, طعم
4117,طعمة ,طعمة ,اسم, طعم, طعم
4118,طعوم ,طعوم ,اسم, طعم, طعم
4119,طعومة ,طعومة ,اسم, طعائم, طعائم
4123,طعين ,طعين ,اسم, طعن, طعن
4127,طغامة ,طغامة ,اسم, طغام, طغام
4134,طف ,طف ,اسم, طفوف, طفوف
4130,طفح ,طفح ,اسم, طفوح, طفوح
4132,طفطفة ,طفطفة ,اسم, طفاطف, طفاطف
4135,طفل ,طفل ,اسم, طفول, طفول
4136,طفل ,طفل ,اسم, أطفال, أطفال
4167,طل ,طل ,اسم, طلال, طلال
4172,طلا ,طلا ,اسم, أطلاء, أطلاء
4173,طلاة ,طلاة ,اسم, طلي, طلي
4158,طلاع ,طلاع ,اسم, طلع, طلع
4139,طلب ,طلب ,اسم, أطلاب, أطلاب
4140,طلب ,طلب ,اسم, طلبات, طلبات
4169,طلة ,طلة ,اسم, طلل, طلل
4145,طلح ,طلح ,اسم, أطلاح, أطلاح
4146,طلح ,طلح ,اسم, أطلاح, أطلاح
4150,طلساء ,طلساء ,اسم, طلس, طلس
4151,طلسة ,طلسة ,اسم, طلس, طلس
4154,طلسم ,طلسم ,اسم, طلاسم, طلاسم
4155,طلطل ,طلطل ,اسم, طلاطل, طلاطل
4159,طلع ,طلع ,اسم, طلوع, طلوع
4164,طلق ,طلق ,اسم, أطلاق, أطلاق
4168,طلل ,طلل ,اسم, أطلال, أطلال
4171,طلمة ,طلمة ,اسم, طلم, طلم
4174,طلو ,طلو ,اسم, أطلاء, أطلاء
4141,طلوب ,طلوب ,اسم, طلب, طلب
4175,طلوة ,طلوة ,اسم, طلي, طلي
4176,طلى ,طلى ,اسم, أطلاء, أطلاء
4142,طليب ,طليب ,اسم, طلباء, طلباء
4143,طليب ,طليب ,اسم, طلائب, طلائب
4177,طلية ,طلية ,اسم, طلي, طلي
4147,طليح ,طليح ,اسم, طلحى, طلحى
4160,طليعة ,طليعة ,اسم, طلائع, طلائع
4165,طليق ,طليق ,اسم, طلقاء, طلقاء
4170,طليل ,طليل ,اسم, أطلة, أطلة
4192,طمة ,طمة ,اسم, طمم, طمم
4180,طمر ,طمر ,اسم, أطمار, أطمار
4186,طمع ,طمع ,اسم, أطماع, أطماع
4189,طمل ,طمل ,اسم, طمول, طمول
4190,طملة ,طملة ,اسم, طمل, طمل
4205,طن ,طن ,اسم, أطنان, أطنان
4193,طنء ,طنء ,اسم, أطناء, أطناء
4195,طنب ,طنب ,اسم, أطناب, أطناب
4200,طنج ,طنج ,اسم, طنوج, طنوج
4201,طنجير ,طنجير ,اسم, طناجير, طناجير
4203,طنف ,طنف ,اسم, أطناف, أطناف
4204,طنفسة ,طنفسة ,اسم, طنافس, طنافس
4196,طنيب ,طنيب ,اسم, طنباء, طنباء
4207,طهر ,طهر ,اسم, أطهار, أطهار
4208,طهر ,طهر ,اسم, أطهار, أطهار
4210,طهمل ,طهمل ,اسم, طهامل, طهامل
4214,طود ,طود ,اسم, أطواد, أطواد
4217,طور ,طور ,اسم, أطوار, أطوار
4218,طور ,طور ,اسم, أطوار, أطوار
4220,طوس ,طوس ,اسم, أطواس, أطواس
4224,طوف ,طوف ,اسم, أطواف, أطواف
4226,طوق ,طوق ,اسم, أطواق, أطواق
4229,طولى ,طولى ,اسم, طول, طول
4181,طومار ,طومار ,اسم, طوامير, طوامير
4232,طوي ,طوي ,اسم, أطواء, أطواء
4233,طوية ,طوية ,اسم, طوايا, طوايا
4230,طويل ,طويل ,اسم, طوال, طوال
4231,طويلة ,طويلة ,اسم, طوال, طوال
4234,طي ,طي ,اسم, أطواء, أطواء
4238,طيب ,طيب ,اسم, أطياب, أطياب
4242,طيف ,طيف ,اسم, أطياف, أطياف
4152,طيلس ,طيلس ,اسم, طيالس, طيالس
4153,طيلسان ,طيلسان ,اسم, طيالس, طيالس
4243,طين ,طين ,اسم, أطيان, أطيان
4244,طينة ,طينة ,اسم, طين, طين
4245,ظأب ,ظأب ,اسم, أظؤب, أظؤب
4246,ظئر ,ظئر ,اسم, أظؤر, أظؤر
4247,ظبظبة ,ظبظبة ,اسم, ظاظب, ظاظب
4249,ظبي ,ظبي ,اسم, أظب, أظب
4250,ظبي ,ظبي ,اسم, ظباء, ظباء
4251,ظبية ,ظبية ,اسم, ظباء, ظباء
4254,ظر ,ظر ,اسم, ظران, ظران
4252,ظرب ,ظرب ,اسم, ظراب, ظراب
4253,ظربان ,ظربان ,اسم, ظربى, ظربى
4255,ظرف ,ظرف ,اسم, ظروف, ظروف
4256,ظعنة ,ظعنة ,اسم, ظعن, ظعن
4257,ظعينة ,ظعينة ,اسم, ظعائن, ظعائن
4259,ظفر ,ظفر ,اسم, أظفار, أظفار
4263,ظل ,ظل ,اسم, ظلال, ظلال
4265,ظلة ,ظلة ,اسم, ظلل, ظلل
4260,ظلف ,ظلف ,اسم, أظلاف, أظلاف
4264,ظلل ,ظلل ,اسم, أظلال, أظلال
4268,ظلم ,ظلم ,اسم, ظلوم, ظلوم
4269,ظلم ,ظلم ,اسم, ظلوم, ظلوم
4261,ظليف ,ظليف ,اسم, ظلف, ظلف
4266,ظليلة ,ظليلة ,اسم, ظلائل, ظلائل
4270,ظليم ,ظليم ,اسم, ظلمان, ظلمان
4271,ظليمة ,ظليمة ,اسم, ظلائم, ظلائم
4274,ظمء ,ظمء ,اسم, أظماء, أظماء
4276,ظن ,ظن ,اسم, ظنون, ظنون
4277,ظنة ,ظنة ,اسم, ظنن, ظنن
4278,ظنين ,ظنين ,اسم, أظناء, أظناء
4279,ظهارة ,ظهارة ,اسم, ظهائر, ظهائر
4280,ظهر ,ظهر ,اسم, أظهر, أظهر
4281,ظهر ,ظهر ,اسم, ظهور, ظهور
4659,عائد ,عائد ,اسم, عوائد, عوائد
4660,عائدة ,عائدة ,اسم, عوائد, عوائد
4670,عائرة ,عائرة ,اسم, عوائر, عوائر
4704,عائط ,عائط ,اسم, عيط, عيط
4691,عاب ,عاب ,اسم, أعياب, أعياب
4288,عابد ,عابد ,اسم, عبدة, عبدة
4298,عابل ,عابل ,اسم, عبل, عبل
4307,عاتق ,عاتق ,اسم, عواتق, عواتق
4309,عاتكة ,عاتكة ,اسم, عواتك, عواتك
4312,عاتي ,عاتي ,اسم, عتاة, عتاة
4314,عاثر ,عاثر ,اسم, عواثر, عواثر
4316,عاثم ,عاثم ,اسم, عثم, عثم
4661,عادة ,عادة ,اسم, عاد, عاد
4351,عادي ,عادي ,اسم, عداة, عداة
4662,عادي ,عادي ,اسم, عاديات, عاديات
4352,عادية ,عادية ,اسم, عواد, عواد
4365,عاذل ,عاذل ,اسم, عذل, عذل
4697,عار ,عار ,اسم, أعيار, أعيار
4380,عارض ,عارض ,اسم, عوارض, عوارض
4381,عارضة ,عارضة ,اسم, عوارض, عوارض
4389,عارفة ,عارفة ,اسم, عوارف, عوارف
4671,عارية ,عارية ,اسم, عوار, عوار
4672,عارية ,عارية ,اسم, عواري, عواري
4428,عاس ,عاس ,اسم, عسس, عسس
4432,عاسل ,عاسل ,اسم, عسل, عسل
4459,عاصمة ,عاصمة ,اسم, عواصم, عواصم
4473,عاطر ,عاطر ,اسم, عطر, عطر
4529,عاقل ,عاقل ,اسم, عقال, عقال
4530,عاقل ,عاقل ,اسم, عاقلة, عاقلة
4531,عاقول ,عاقول ,اسم, عواقيل, عواقيل
4553,عالج ,عالج ,اسم, عوالج, عوالج
4573,عالم ,عالم ,اسم, عوالم, عوالم
4582,عالية ,عالية ,اسم, عوال, عوال
4684,عام ,عام ,اسم, أعوام, أعوام
4616,عامة ,عامة ,اسم, عوام, عوام
4685,عامة ,عامة ,اسم, عام, عام
4609,عامل ,عامل ,اسم, عمال, عمال
4610,عامل ,عامل ,اسم, عوامل, عوامل
4611,عاملة ,عاملة ,اسم, عوامل, عوامل
4622,عامي ,عامي ,اسم, أعماء, أعماء
4686,عانة ,عانة ,اسم, عون, عون
4650,عانية ,عانية ,اسم, عوان, عوان
4657,عاهن ,عاهن ,اسم, عواهن, عواهن
4287,عب ,عب ,اسم, أعباب, أعباب
4284,عبء ,عبء ,اسم, أعباء, أعباء
4285,عبء ,عبء ,اسم, أعباء, أعباء
4283,عباء ,عباء ,اسم, أعبئة, أعبئة
4289,عبد ,عبد ,اسم, عبيد, عبيد
4292,عبرة ,عبرة ,اسم, عبر, عبر
4293,عبرة ,عبرة ,اسم, عبر, عبر
4299,عبل ,عبل ,اسم, عبال, عبال
4297,عبيط ,عبيط ,اسم, عبط, عبط
4303,عتاد ,عتاد ,اسم, أعتد, أعتد
4302,عتبة ,عتبة ,اسم, عتب, عتب
4310,عتلة ,عتلة ,اسم, عتل, عتل
4304,عتود ,عتود ,اسم, أعتدة, أعتدة
4305,عتيدة ,عتيدة ,اسم, عتائد, عتائد
4306,عتيرة ,عتيرة ,اسم, عتائر, عتائر
4308,عتيق ,عتيق ,اسم, عتق, عتق
4311,عتيل ,عتيل ,اسم, عتل, عتل
4318,عثان ,عثان ,اسم, عواثن, عواثن
4313,عثة ,عثة ,اسم, عث, عث
4319,عثن ,عثن ,اسم, أعثان, أعثان
4321,عثوة ,عثوة ,اسم, عثي, عثي
4326,عجار ,عجار ,اسم, عجر, عجر
4338,عجاوة ,عجاوة ,اسم, عجا, عجا
